Company/Brand,Stage,Amount($),HeadQuarter,What_it_does,Sector,Funding_Year,Founded,Founders,Investor,Startup_Age
Samya AI,Seed,6000000.0,Bangalore,Revenue growth AI startup in the consumer packed goods (CPG) space,Technology,2020,2019.0,"Shailendra Singh, Deepinder Dhingra, Pavan Palety",Sequoia India,1.0
Kristal AI,Series A,6000000.0,Bangalore,Provides Algorithm-based financial services,Technology,2020,2016.0,"Asheesh Chanda, Vineeth Narasimhan",Chiratae Ventures,4.0
Invento Robotics,Seed,281300.0,Bangalore,Known for Mitra Series of Robots,Technology,2020,2016.0,"Balaji Viswanathan, Be Limitless Inc., Zingfin.com, NalandaU","Windrose Capital, ITI Growth Opportunities Venture Fund",4.0
Zimyo,Unknown,3000000.0,Gurugram,Automates everyday HR processes with integrated solutions,Human Resources,2020,2018.0,"Kumar Mayank, Ajay Kadyan",Yatra Angel Network (YAN),2.0
Sabse Sasta Dukaan,Unknown,3000000.0,Kolkata,Online pharmacy dealing in medicines,Healthcare,2020,2016.0,"Anish Agarwal, Anant Jain",Angel investors,4.0
Fitphilia,Unknown,3000000.0,Mumbai,Provides IoT-enabled treadmill,Healthcare,2020,2016.0,Nirav Patil,Angel investors,4.0
Medicus,Unknown,12700.0,Mumbai,AI-based platform that explains and interprets blood tests and medical reports,Healthcare,2020,2016.0,"Bhavesh Shah, Manav Shah",Angel investors,4.0
Monech,Seed,12700.0,Mumbai,Automated platform which will help users to take their financial decisions,Finance,2020,2016.0,unknown,Angel investors,4.0
Teach Us,Seed,12700.0,Bangalore,Educational portal which enables the students to access information related to education at one common platform,Education,2020,2016.0,unknown,Angel investors,4.0
Dealberg,Unknown,3000000.0,Bangalore,Deals in office supplies,E-commerce,2020,2016.0,Abhishek Emmanuel,unknown,4.0
Extra Edge,Pre-Series,700000.0,Pune,Admission Marketing Automation software for the education industry,Education,2020,2016.0,Kavita Dhillon,"Sprout Venture Partners, Indian Angel Network",4.0
Capital Quotient,Unknown,600000.0,Bangalore,Investment advisor,Finance,2020,2016.0,Sousthav Chakrabarty,unknown,4.0
Karfa,Seed,25000.0,Delhi,It sells products crafted by artisans,E-commerce,2020,2016.0,Kartikeya Goel,unknown,4.0
Gamerji,Unknown,400000.0,Bangalore,Esports tournament platform,Technology,2020,2019.0,"Soham Thacker, Varun Gajjar",La Gajjar Group,1.0
ProEves,Seed,507000.0,Delhi,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers",Education,2020,2016.0,"Divya Agarwal, Ketika Kapoor",1Crowd,4.0
Toddle,Unknown,3000000.0,Bangalore,Collaboration and productivity platform for teachers across the world,Finance,2020,2016.0,"Deepanshu Arora, Parita Parekh",Matrix Partners India,4.0
Aesthetic Nutrition,Pre-Series,3000000.0,Bangalore,Markets and sells chewable dietary supplements,Food & Beverages,2020,2018.0,Divij Bajaj,DSG Consumer Partners,2.0
Capital Float,Unknown,15000000.0,Bangalore,Digital lending,Finance,2020,2013.0,"Gaurav Hinduja, Sashank Rishyasringa","Sequoia Capital, Ribbit Capital, Amazon, Saif Partners",7.0
Ninjacart,Series C,10000000.0,Bangalore,Online grocery delivery platform,Agriculture,2020,2015.0,"Thirukumaran Nagarajan, Sharath Loganathan, Sachin Jose, Kartheeswaran KK, Vasudevan Chinnathambi","Flipkart India, Singapore-based GEC3",5.0
TechnifyBiz,Seed,2000000.0,Bangalore,Online marketplace for non-perishable food items,Agriculture,2020,2017.0,"Akash Sharma, Abhishek Agarwal","Omnivore, Insitor Impact Asia Fund",3.0
Wysh,Series A,2000000.0,Hyderabad,Celebrity engagement and wishing platform,Technology,2020,2019.0,"Mahesh Gogineni, Varun MS, Manan Maheshwari",Kalaari Capital,1.0
Keito,Seed,160000.0,Pune,Enterprise productivity startup,Technology,2020,2016.0,Amal PS,Suma Soft Pvt Ltd,4.0
Klub,Angel,2000000.0,Bangalore,Provides growth financing to high-affinity brands,Finance,2020,2019.0,"Anurakt Jain, Ishita Verma",Sequoia Surge,1.0
Aadhar,Seed,3000000.0,Mumbai,Ayurveda wellness and lifestyle consumer brand,E-commerce,2020,2017.0,unknown,"Sprout Venture Partners, JITO Angel Network, LetsVenture",3.0
IncubateHub,Unknown,3000000.0,Bangalore,Provides platform for Corporates to connect establish brand presence among innovation community,Technology,2020,2016.0,Rajiv Mukherjee,Venture Catalysts,4.0
Rage Coffee,Unknown,3000000.0,Delhi,Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers,Retail,2020,2016.0,Bharat Sethi,Refex Capital,4.0
Skilancer,Unknown,3000000.0,Noida,Solar module cleaning system [MCS] providers,Technology,2020,2016.0,Neeraj Kumar,Venture Catalysts,4.0
Harappa Education,Unknown,3000000.0,New Delhi,Provides online courses on foundational skills,Education,2020,2016.0,Pramath Raj Sinha,James Murdoch-led Lupa Systems,4.0
Rheo,Unknown,2000000.0,Bangalore,Online e-sports streaming and community platform,Media & Entertainment,2020,2016.0,Gaurav Munjal,"Lightspeed Venture Partners, Sequoia Surge",4.0
Axio Biosolutions,Series B,5200000.0,Bangalore,Medical device manufacturer,Healthcare,2020,2016.0,Leo Mavely,Omidyar Network India,4.0
Techbooze,Series A,15000000.0,Bangalore,"Business Development, Consulting and Funding facilitator for Startups Enterprise",Services,2020,2016.0,Mr. Subhashis Kar,Space Capital,4.0
PayMart,Unknown,3000000.0,Chandigarh,Provides cardless cash withdrawals through small merchants shops,Finance,2020,2015.0,Amit Narang,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network",5.0
Testbook,Series B,8400000.0,Bangalore,Helps students prepare online for competitive exams,Education,2020,2016.0,"Praveen Agrawal, Yadvendar Champawat, Manoj Munna, Abhishek Sagar, Ashutosh Kumar, Narendra Agrawal",Iron Pillar,4.0
FabAlley,Unknown,1100000.0,Noida,Online fashion store,E-commerce,2020,2012.0,"Tanvi Malik, Shivani Poddar.",Trifecta Capital,8.0
HaikuJAM,Unknown,3400000.0,Bangalore,Creative writing mobile platform,Finance,2020,2016.0,Neer Sharma,"Lightbox. Social Capital, Dunce Capital",4.0
Rentomojo,Unknown,2000000.0,Bangalore,"Furniture, electronics, and appliance-centric consumer leasing platform",Hospitality,2020,2014.0,Geetansh Bamania,GMO Payment Gateway,6.0
Generico,Unknown,1400000.0,Mumbai,Generic medicine focussed retail chain,Healthcare,2020,2016.0,Siddharth Gadia,Alteria Capital,4.0
Chai Kings,Unknown,1000000.0,Chennai,It offers a range of tea in various flavour,Food & Beverages,2020,2016.0,"Jahabar Sadique, Balaji Sadagopan",The Chennai Angels (TCA),4.0
Rivigo,Later Stage,3400000.0,Gurugram,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies",Transportation & Logistics,2020,2014.0,"Deepak Garg, Gazal Kalra",Trifecta Capital,6.0
BuildPan,Seed,3000000.0,Indore,"It helps developers to test, integrate and deploy apps",Technology,2020,2019.0,"Sonal Khandelwal, Vaibhav Tiwari","HNIs in India, Japan, and the US",1.0
Shiksha,Unknown,181000.0,Bangalore,It makes college selection easy for students looking to pursue UG and PG courses in India and abroad,Education,2020,2008.0,Kanav Sachdeva,Mumbai Angels Network,12.0
Super Surfaces,Series A,500000.0,Hyderabad,A design solution based company,Lifestyle,2020,2016.0,Kumar Varma,Vishnu Reddy,4.0
Quicko,Unknown,280000.0,Ahmedabad,Online tax planning and filing platform,Finance,2020,2016.0,Vishvajit Sonagara,"Zerodha fintech fund, Rainmatter",4.0
Satin Creditcare,Unknown,15000000.0,Gurgaon,A micro finance company,Finance,2020,2016.0,unknown,Austrian Bank,4.0
XpressBees,Unknown,10000000.0,Bangalore,Provides end to end supply chain solutions,Transportation & Logistics,2020,2015.0,"Supam Maheshwari, Amitava Saha",Alibaba,5.0
FarmERP,Series A,3000000.0,Pune,Smart agriculture management ERP software platform,Agriculture,2020,2001.0,"Santosh Shinde, Sanjay Borkar",TechnoGen,19.0
Wealth Bucket,Unknown,3000000.0,Bangalore,An online platform for mutual fund investments,Finance,2020,2018.0,"Himanshu Jain, Pulkit Jain","NorthStar, Vinod Khatumal",2.0
GoMechanic,Series B,14700000.0,Delhi,Find automobile repair and maintenance service providers,Technology,2020,2016.0,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa","Chiratae Ventures, Sequoia Capital, Orios Venture Partners",4.0
Fashor,Pre-Series,1000000.0,Chennai,Women’s fashion and apparel,Lifestyle,2020,2017.0,"Vikram Kankaria, Priyanka Kankaria",Sprout venture partners,3.0
Leverage Edu,Unknown,1500000.0,Delhi,AI enabled marketplace that provides career guidance,Education,2020,2016.0,Akshay Chaturvedi,"DSG Consumer Partners, Blume Ventures",4.0
EpiFi,Seed,13200000.0,Bangalore,It offers customers with a single interface for all their financial and banking mandates,Finance,2020,2016.0,"Sujith Narayanan, Sumit Gwalani","Sequoia India, Ribbit Capital",4.0
Purplle,Unknown,8000000.0,Mumbai,Online makeup and beauty products retailer,Manufacturing,2020,2012.0,"Manish Taneja, Rahul Dash",Verlinvest,8.0
Shuttl,Series C,8043000.0,Delhi,App based bus aggregator serice,Transportation & Logistics,2020,2015.0,"Amit Singh, Deepanshu Malviya",SIG Global India Fund LLP.,5.0
Pando,Series A,9000000.0,Chennai,Networked logistics management software,Technology,2020,2017.0,"Jayakrishnan, Abhijeet Manohar",Chiratae Ventures,3.0
Unbox Robotics,Pre-Series,1200000.0,Bangalore,"Unbox Robotics builds on-demand AI-driven warehouse robotics solutions, which can be deployed using limited foot-print, time, and capital.",Technology,2021,2019.0,"Pramod Ghadge, Shahid Memon","BEENEXT, Entrepreneur First",2.0
FypMoney,Seed,2000000.0,Gurugram,"FypMoney is Digital NEO Bank for Teenagers, empowering them with financial literacy and ease of secured financial transactions.",Finance,2021,2021.0,Kapil Banwari,"Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal",0.0
Comofi Medtech,Unknown,200000.0,Bangalore,Comofi Medtech is a healthcare robotics startup.,Healthcare,2021,2018.0,Gururaj KB,"CIIE.CO, KIIT-TBI",3.0
Qube Health,Pre-Series,3500000.0,Mumbai,India's Most Respected Workplace Healthcare Management Company,Healthcare,2021,2016.0,Gagan Kapur,Inflection Point Ventures,5.0
Vitra.ai,Unknown,3500000.0,Bangalore,Vitra.ai is an AI-based video translation platform,Technology,2021,2020.0,Akash Nidhi PS,Inflexor Ventures,1.0
Taikee,Unknown,1000000.0,Mumbai,"Taikee is the ISO-certified, B2B e-commerce platform of Peel-Works, enabling better lives for corner stores.",E-commerce,2021,2010.0,"Nidhi Ramachandran, Sachin Chhabra",Inflection Point Ventures,11.0
Fitterfly,Pre-Series,3000000.0,Mumbai,"Fitterfly offers customized and personalized wellness programs for diabetes PCOS, pregnancy, weight loss, pediatric and nutrition.",Healthcare,2021,2016.0,Dr Arbinder Singal,"9Unicorns Accelerator Fund, Metaform Ventures",5.0
FreeStand,Unknown,100000.0,New Delhi,FreeStand enables FMCG brands to execute trackable and scalable product sampling campaigns.,Services,2021,2017.0,"Konark Sharma, Sneh Soni","SucSEED Indovation, IIM Calcutta Innovation Park",4.0
MyDentalPlan,Seed,700000.0,Bangalore,My Dental Plan provides dental care packages and services.,Healthcare,2021,2014.0,"Dr Mohender Narula, Dr AnandKrishna, Dr Girish Rao",Safe Planet Medicare,7.0
Freyr Energy,Unknown,2000000.0,Hyderabad,"Freyr Energy is a company that provides full service solar provider based in Hyderabad, India.",Energy,2021,2014.0,"Radhika Choudary, Saurabh Marda","Impact Partners, C4D Partners",7.0
DealShare,Unknown,9000000.0,Jaipur,DealShare is a Social Commerce Startup,E-commerce,2021,2018.0,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Tiger Global Management, InnoVen Capital",3.0
ORAI,Pre-Series,400000.0,Bangalore,AI-Powered Robotic Virtual Assistant (RVA) for Amplifying Performance of Poor quality leads and bring more MQL and SQL,Technology,2021,2020.0,"Swapnil Jain, Sujit Das Biswas",Inflection Point Ventures,1.0
ixamBee,Seed,300000.0,New Delhi,ixamBee is to provide best online learning experience for preparation of competitive exams.,Education,2021,2016.0,Chandraprakash Joshi,"Mumbai Angels, Narendra Shyamsukha",5.0
Uable,Seed,3500000.0,Bangalore,Uable offers role based programmes to empower children to explore different domains.,Education,2021,2020.0,Saurabh Saxena,"Chiratae Ventures, JAFCO Asia",1.0
ZFW Hospitality,Pre-Seed,150000.0,New Delhi,Creating a sustainable and scalable cloud kitchen network.,Food & Beverages,2021,2015.0,Madhav Kasturia,"Mumbai Angels Network, Expert DOJO",6.0
Optimized Electrotech,Pre-Series,1800000.0,Ahmadabad,"Long distance, multispectral Surveillance Equipment for Defense, Aerospace, Critical Asset Protection",Transportation & Logistics,2021,2017.0,"Anil Yekkala, Dharin Shah, Kuldeep Saxena, Purvi Shah, Sandeep Shah",GVFL,4.0
Northern Arc,Unknown,5000000.0,Chennai,Northern Arc Capital is a Non-Banking Finance Company that provides borrows with access to debt investors.,Finance,2021,2008.0,Kshama Fernandes,"Kotak Mahindra Bank, FMO",13.0
Chara,Seed,850000.0,Bangalore,"A scalable, cloud-controlled, and rare earth mineral free Hardware and Software platform for the Switched Reluctance Motor and other magnet free motor technologies.",Technology,2021,2019.0,"Bhaktha Keshavachar, Ravi Prasad Sharma, Mahalingam Koushik",Kalaari Capital,2.0
Sirona Hygiene,Series A,3000000.0,New Delhi,Solving unaddressed Intimate & Menstrual Hygiene issues with our award-winning innovative & modern products.,Healthcare,2021,2015.0,"Deep Bajaj, Mohit Bajaj","NB Ventures, IAN Fund",6.0
TrulyMadly,Pre-Series,2000000.0,New Delhi,Trulymadly is a dating platform that uses a match making algorithm.,Services,2021,2013.0,"Hitesh Dhingra, Rahul Kumar, Sachin Bhatia","Gaurav Munjal, Snehil Khanor",8.0
Vidyakul,Seed,500000.0,Bangalore,Vidyakul is an vernacular e-learning platform that helps state board students to learn academics via pre-recorded and live lectures,Education,2021,2018.0,"Raman Garg, Tarun Saini","JITO Angel Network, SOSV",3.0
Jambox Games,Seed,1100000.0,Bangalore,"A competitive game publishing platform to help developers in India and Southeast Asia to publish their games, and compete with the global incumbents.",Media & Entertainment,2021,2021.0,Ravi Vyas,Inflection Point Ventures,0.0
Miko,Unknown,6000000.0,Mumbai,"Miko is an advanced robotics startup focusing on robotics, AI & IoT.",Technology,2021,2015.0,"Chintan Raikar, Prashant Iyengar, Sneh Vaswani","Chiratae Ventures, YourNest Venture Capital",6.0
SuperK,Seed,800000.0,Small Towns,SuperK is a full-stack solution to empower small format retail stores in India.,Retail,2021,2019.0,Neeraj Menta,STRIVE VC,2.0
TagZ Foods,Pre-Series,500000.0,Bangalore,TagZ Foods is a supplier of snacks and food products.,Food & Beverages,2021,2019.0,"Anish Basu Roy, Sagar Bhalotia",Venture Catalysts,2.0
Fuel Buddy,Unknown,1000000.0,New Delhi,FuelBuddy is the FIRST legal private company in India to have permissions in place to deliver fuel. FUELDELIVERY APP.,Energy,2021,2017.0,Aditya Singh,Jaipuria Family Office,4.0
M1xchange,Unknown,10000000.0,Gurugram,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,Finance,2021,2017.0,Sundeep Mohindru,Amazon,4.0
Spintly,Unknown,500000.0,Goa,Wireless cloud based access control platform,Technology,2021,2017.0,Rohin Parkar,Riso Capital,4.0
EF Polymer,Unknown,200000.0,Rajsamand,Sustainable Agriculture by creating sustainable inputs solution for agriculture to save water and fertilizer with enhancing yield.,Agriculture,2021,2018.0,Narayan Lal Gurjar,MTG Ventures,3.0
boAt,Unknown,6000000.0,New Delhi,boAt is a consumer electronics and lifestyle company.,Retail,2021,2016.0,"Aman Gupta, Sameer Mehta","Qualcomm Ventures, Warburg Pincus",5.0
TruNativ,Seed,3500000.0,Mumbai,TruNativ Foods & Beverages Pvt Ltd,Food & Beverages,2021,2019.0,"Pranav Malhotra, Mamta Malhotra",9Unicorns,2.0
Puresh Daily,Seed,100000.0,Ranchi,PUREandFRES-Milk delivers fresh milk directly from its farm to home. Fresh Milk without any trace of chemicals is packed and sealed in glass bottle.,Retail,2021,2019.0,"Manish Piyush, Ayush Kumar","Alfa Ventures, Agility Venture Partners",2.0
LearnVern,Unknown,1000000.0,Ahmadabad,LearnVern.com is a training portal where anyone can learn any course in vernacular languages for free.,Education,2021,2016.0,"Niral Modi, Aditi Modi",Inflection Point Ventures,5.0
LimeChat,Seed,7500000.0,Faridabad,Limechat provides a personalised shopping experience for D2C companies on chat platforms using L3 conversational AI.,Technology,2021,2020.0,"Aniket Bajpai, Nikhil Gupta","Stellaris Venture Partners, Ramakant Sharma",1.0
Dybo,Seed,100000.0,Bangalore,Product Visualisation Technology for Commerce,Technology,2021,2019.0,Dhawal Jain,Spanache,2.0
moEVing,Seed,1000000.0,Gurugram,"Delivering clean, cost-effective and efficient mobility solutions.",Transportation & Logistics,2021,2021.0,VIKASH MISHRA,Inflection Point Ventures,0.0
Solethreads,Series A,1000000.0,Gurugram,SOLETHREADS is a ‘Made in India’ footwear brand that’s creating a flip flop revolution.,Lifestyle,2021,2018.0,Vikram Iyer,"DSG Consumer Partners, Saama Capital",3.0
Beldara,Unknown,7400000.0,Mumbai,"BELDARA.COM IS A GLOBAL B2B marketplace, enables businesses to sell worldwide.",E-commerce,2021,2018.0,Bhagwan (Pradeep) Khandekar,Hindustan Media Ventures,3.0
CredFlow,Seed,2000000.0,New Delhi,CredFlow provides financial solutions to automate your cashflows.,Finance,2021,2020.0,Kunal Aggarwal,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures",1.0
Do Your Thng,Unknown,1500000.0,Gurugram,World's first shared economy platform for digital assets.,Retail,2021,2018.0,Ankit Agarwal,"Angelbay Holdings, Faad Network",3.0
Oye Rickshaw,Unknown,3000000.0,Gurugram,Oye Rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app.,Transportation & Logistics,2021,2017.0,"Akash Deep, Mohit Sharma","Alteria Capital, Chiratae Ventures",4.0
Legitquest,Unknown,600000.0,New Delhi,LegitQuest is a legal-tech company that operates a legal research platform with Indian case laws.,Technology,2021,2017.0,"Himanshu Puri, Karan Kalia, Rohit Shukla","WaterBridge Ventures, Info Edge",4.0
AntWak,Seed,3500000.0,Bangalore,AntWak provides a video platform for e-learning service.,Education,2021,2019.0,"Basav Nagur, Joybroto Ganguly, Sudhanshu Shekhar, Sumit Gupta, Sriramkumar Sundararaman","Vaibhav Domkundwar, Kunal Shah",2.0
